requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
brdtab_87f9750482f1,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=Remote Access — Approved endpoints, requests, sessions and emergency access.","Remote Access — Approved endpoints, requests, sessions and emergency access.","Tab: Remote Access — Approved endpoints, requests, sessions and emergency access.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","Remote Access — Approved endpoints, requests, sessions and emergency access.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_e81efb7f99e8,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=Password / Secrets — Credential ownership, access requests, rotation and review.","Password / Secrets — Credential ownership, access requests, rotation and review.","Tab: Password / Secrets — Credential ownership, access requests, rotation and review.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","Password / Secrets — Credential ownership, access requests, rotation and review.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_fa12cf845012,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=Security Cameras — Camera inventory, health, viewing and footage requests.","Security Cameras — Camera inventory, health, viewing and footage requests.","Tab: Security Cameras — Camera inventory, health, viewing and footage requests.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","Security Cameras — Camera inventory, health, viewing and footage requests.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_a4403d841845,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,/digital-ops?section=Device / Connector Health — Operational status and assigned owner.,Device / Connector Health — Operational status and assigned owner.,Tab: Device / Connector Health — Operational status and assigned owner.,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Device / Connector Health — Operational status and assigned owner.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_4cd5a41d55ab,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,/digital-ops?section=Access Reviews — Periodic review of sensitive digital access.,Access Reviews — Periodic review of sensitive digital access.,Tab: Access Reviews — Periodic review of sensitive digital access.,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Access Reviews — Periodic review of sensitive digital access.,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_7ad1cdf1d259,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=Reports — Outage, access, rotation and health history.","Reports — Outage, access, rotation and health history.","Tab: Reports — Outage, access, rotation and health history.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","Reports — Outage, access, rotation and health history.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_4a1ba18b4435,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Add Website,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Add Website,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_ad10bc5c1055,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Run Check,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Run Check,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_efef1d1f94e3,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Acknowledge Outage,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Acknowledge Outage,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_6a0d65872fc6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Create Incident / Ticket,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Create Incident / Ticket,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_da62a26c5f73,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Request Remote Access,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Request Remote Access,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_bb67b7d58c1c,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Approve / Reject Access,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Approve / Reject Access,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_157778a6f6b8,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Launch Approved Session,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Launch Approved Session,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_3bee57875cd1,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: End Session,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",End Session,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_6f84c66300f8,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Request Secret Access,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Request Secret Access,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_ed242a44cbe5,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Reveal / Copy with Reason,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Reveal / Copy with Reason,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
brdbtn_a0073e1098ba,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,Named action: Rotate Credential,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",Rotate Credential,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M06 live-operations
